id,date,eps,revenue,capex
4528,2022-06-24,32.441178,89931.0,-1569.0
4528,2022-08-05,60.373501,106722.0,-2166.0
4528,2022-11-04,67.298653,109979.0,-1101.0
4543,2020-02-10,28.219817,162866.0,-11676.0
4543,2020-06-26,24.350606,158753.0,-22634.0
4543,2020-08-11,18.569737,131298.0,-16084.0
4543,2020-11-09,23.632028,151998.0,-16818.0
4543,2021-02-08,35.411129,165331.0,-14464.0
4543,2021-06-23,24.697579,165214.0,-14952.0
4543,2021-08-06,36.896704,171716.0,-14073.0
4543,2021-11-08,29.215609,172921.0,-13824.0
4543,2022-02-14,28.702494,178844.0,-12930.0
4543,2022-06-23,22.631807,179821.0,-12688.0
4543,2022-08-12,29.613327,197340.0,-11523.0
4543,2022-11-14,23.752953,205976.0,-13108.0
4612,2020-03-27,2.506578,196890.0,-7649.0
4612,2020-05-15,4.657441,162916.0,-6518.0
4612,2020-08-14,5.872854,182524.0,-4731.0
4612,2020-11-13,9.192665,216854.0,-7430.0
4612,2021-03-29,8.110433,218852.0,-6535.0
4612,2021-05-14,8.250182,231426.0,-7566.0
4612,2021-08-10,6.833898,266236.0,-6874.0
4612,2021-11-12,7.059414,254470.0,-9827.0
4612,2022-03-30,7.349697,262019.0,-10661.0
4612,2022-05-13,7.695956,284096.0,-9775.0
4612,2022-08-10,6.04951,336953.0,-9492.0
4612,2022-11-14,11.339044,357866.0,-10852.0
4901,2020-02-14,145.372729,596263.0,-21643.0
4901,2020-06-29,10.604702,586744.0,-19914.0
4901,2020-08-14,68.800033,456270.0,-23044.0
4901,2020-11-13,100.322708,541119.0,-26000.0
4901,2021-02-12,147.290234,576045.0,-23850.0
4901,2021-06-30,136.860866,619085.0,-27169.0
4901,2021-08-13,143.3358,582653.0,-27454.0
4901,2021-11-12,97.250768,622481.0,-30926.0
4901,2022-02-14,151.826106,655768.0,-32478.0
4901,2022-06-30,135.033562,664871.0,-35196.0
4901,2022-08-12,103.205572,625860.0,-51969.0
4901,2022-11-14,134.179882,724071.0,-66583.0
4911,2020-03-25,2.763924,284922.0,
4911,2020-05-14,3.509826,226893.0,
4911,2020-08-07,-57.022265,190919.0,
4911,2020-11-11,19.296049,235863.0,
4911,2021-03-25,5.026735,267213.0,
